"a","b","c","[least_squares]"
0,0,0,17.5934443171
0.00023349404259,-0.00469545167078,0.966517173118,17.5527538739
0.00103875976517,-0.0179671152353,1.00874764994,18.3692849941
0.00190995741163,-0.0315680588065,1.04116566941,17.9924464409
-0.000319606314203,0.00377403680012,0.952172105457,17.4696352589
0.000733831643077,-0.0133145224399,0.998635402583,18.1086349682
0.00171119986901,-0.028565418875,1.03488998637,17.5451779387
0.000266503858162,-0.0055700175023,0.976237441141,17.6091032378
0.0011490522963,-0.0197006927299,1.01297315492,18.3248377183
0.00187841278394,-0.0310596701268,1.03983186964,17.9049818413
-0.000236156478951,0.00243992283062,0.955646060284,17.4746390828
0.000771208103107,-0.0139075281346,1.00013933624,18.1632043751
0.00175569386134,-0.0292583002455,1.03652778329,17.6199600686
0.00012047375504,-0.00324377756097,0.970269592323,17.546853462
0.00102453309743,-0.0177943783759,1.00877357407,18.3668686487
0.00190827617553,-0.031552044589,1.04121821993,17.9877501161
-0.000315289974472,0.00370552744708,0.952346465616,17.4698371373
0.000735554782739,-0.0133420783013,0.998707303228,18.1111605302
0.00171329929236,-0.0285981663185,1.03496788421,17.548274777
0.000259343679691,-0.00545599872982,0.975945352744,17.6053907581
0.00114251198751,-0.0195999647632,1.01274584317,18.322649393
0.00187682012241,-0.0310316582647,1.03973510161,17.9005874575
-0.000231759805132,0.00236967402011,0.955828438096,17.4750359703
0.000773669287537,-0.0139471054582,1.00024439244,18.1665277098
0.00175834767531,-0.0292994866667,1.03662388948,17.6249954131
0.000112089373757,-0.00311016487748,0.96992627588,17.544126261
0.0010180860636,-0.0176968042396,1.00856917933,18.3681505299
0.00190917814151,-0.0315695864508,1.04129038891,17.9903389184
-0.0003176588089,0.00374353176979,0.95224638269,17.469729504
0.000734628357397,-0.0133273189396,0.998669290349,18.1097888633
0.00171215960352,-0.0285803864584,1.03492556806,17.54658789
0.00026322704654,-0.00551783816804,0.976103776612,17.6073979833
0.00114605870805,-0.0196545882407,1.01286911502,18.3237409025
0.00187761537641,-0.0310457104689,1.03978422799,17.9027825465
-0.000233958697337,0.00240480694356,0.955737233825,17.4748354796
0.000772432208905,-0.0139272066443,1.00019152072,18.1648612131
0.00175701768215,-0.029278847725,1.03657574916,17.6224643237
0.000116287145313,-0.00317706083202,0.970098171826,17.5454809877
0.0010213035318,-0.0177454794416,1.00867094666,18.367565744
0.00190876678947,-0.0315614368714,1.04125580521,17.9891568675
-0.000316578119134,0.00372618677064,0.952292117823,17.4697790456
0.000735053573894,-0.0133341042919,0.998686864694,18.1104157245
0.00171268060395,-0.0285885139295,1.03494490758,17.5473573543
0.000261450729454,-0.00548955195358,0.976031313081,17.6064780054
0.00114443624678,-0.0196296005378,1.01281272495,18.3232138142
0.00187723159852,-0.0310389495991,1.03976077463,17.9017236075
-0.000232898586864,0.00238786887124,0.955781206643,17.4749316378
0.000773027083883,-0.0139367739586,1.0002169287,18.1656635698
0.00175765821789,-0.0292887881558,1.03659894012,17.6236814269
0.000114264420072,-0.00314482672313,0.970015344882,17.5448255394
0.00101975058358,-0.0177219806728,1.00862176744,18.3678616923
0.00190897499403,-0.0315655210684,1.04127285482,17.9897548027
-0.000317124988119,0.00373496208743,0.952268994783,17.4697540655
0.000734838927705,-0.0133306813707,0.998678019531,18.1100987286
0.00171241717313,-0.028584404381,1.03493512799,17.5469679388
0.000262348655568,-0.00550385063839,0.976067943769,17.6069426653
0.00114525637106,-0.0196422313658,1.01284122933,18.3234743681
0.00187742136277,-0.03104229674,1.03977242271,17.9022472781
-0.000233422991338,0.0023962476002,0.955759455094,17.4748839549
0.000772732459032,-0.0139320351986,1.00020434098,18.1652664142
0.00175734120632,-0.029283868601,1.03658746397,17.623078623
0.000115265257101,-0.00316077608128,0.970056327886,17.5451492321
0.00102051837489,-0.0177335974853,1.00864606817,18.3677185638
0.0019088743074,-0.0315635369251,1.04126450858,17.9894655625
-0.00031686050126,0.00373071758485,0.952280182573,17.4697661701
0.000734942875687,-0.0133323395955,0.998682309793,18.1102520975
0.00171254463448,-0.0285863927667,1.03493985959,17.5471562674
0.000261914135587,-0.005496931299,0.976050217745,17.6067177104
0.00114485949345,-0.0196361190094,1.01282743545,18.3233467819
0.00187732845376,-0.0310406590473,1.0397667331,17.9019909058
-0.000233166297564,0.00239214624244,0.955770102505,17.474907267
0.000772876589142,-0.0139343533116,1.00021049793,18.1654607583
0.00175749634375,-0.0292862761375,1.03659308046,17.6233735124
0.000114775413402,-0.00315296993229,0.97003626954,17.5449906541
0.00102014244441,-0.0177279093026,1.0086341665,18.3677894233
0.00190892415655,-0.0315645169982,1.04126861547,17.9896087429
-0.000316991440358,0.00373281879879,0.952274644999,17.4697601829
0.000734891446202,-0.0133315193061,0.998680188713,18.1101761827
0.00171248154539,-0.0285854085768,1.03493751754,17.5470630298
0.000262129194959,-0.00550035592809,0.976058991012,17.6068290254
0.0011450559206,-0.0196391442062,1.01283426249,18.3234095768
0.00187737418454,-0.0310414653861,1.03976953668,17.9021170989
-0.000233292657926,0.00239416518008,0.955764861227,17.4748957845
0.000772805618503,-0.0139332118373,1.00020746598,18.1653650754
0.00175741996639,-0.029285090865,1.03659031543,17.6232283064
0.000115016559369,-0.00315681283664,0.970046144128,17.5450686844
0.00102032747655,-0.0177307089439,1.00864002366,18.3677547334
0.00190889975285,-0.0315640366666,1.04126659895,17.989538644
-0.000316927337542,0.00373179009915,0.952277356257,17.4697631153
0.000734916631961,-0.0133319210472,0.998681227824,18.110213351
0.00171251243462,-0.0285858904474,1.03493866422,17.5471086749
0.000262023895845,-0.00549867913399,0.97605469538,17.6067745168
0.00114495974394,-0.0196376629786,1.01283091977,18.3233787445
0.00187735173149,-0.0310410695487,1.03976816093,17.9020551412
-0.000233230620314,0.00239317396649,0.95576743448,17.4749014203
0.000772840457008,-0.0139337721664,1.00020895427,18.1654120481
0.00175745746222,-0.029285672751,1.03659167288,17.6232995859
0.000114898170469,-0.00315492619059,0.970041296277,17.5450303672
0.00102023662779,-0.0177293343337,1.00863714766,18.3677718111
0.00190891176677,-0.0315642730029,1.04126759022,17.9895731525
